"","X","pitch_uid","pitch_no","date","pa_of_inning","pitch_of_pa","pitcher_name","pitcher_id","pitcher_throws","pitcher_team_id","pitcher_team_name","batter_name","batter_id","batter_side","batter_team_id","batter_team_name","inning","top_bottom","outs","balls","strikes","pitch_type","pitch_type_abbr","pitch_call","k_or_bb","hit_type","play_result","outs_on_play","runs_scored","rel_speed","spin_rate","spin_axis","rel_height","rel_side","extension","induced_vert_break","horz_break","plate_loc_height","plate_loc_side","vert_appr_angle","horz_appr_angle","exit_speed","launch_angle","bat_speed","swing_length","distance","catcher_name","catcher_id","home_team_id","home_team_name","home_team_conf","away_team_id","away_team_name","away_team_conf","game_id","game_type","season","pitch_group","pitch_group_abbr","count_type","is_zone","is_strike","is_swing","zone_label","zone_num_14","pitch_call_prev","pitch_type_prev","pitch_group_prev","pa_id","pa_result","woba_value"
"766",766,"2024-745415-54",54,"2024-05-24",2,1,"Darvish, Yu",506433,"Right","SD","SD","Berti, Jon",542932,"Right","NYY","NYY",3,"Top",0,0,0,"Sinker","SI","StrikeCalled",NA,NA,NA,NA,0,92.1,2148,223,5.47,2.16,6.6,9.96,13.44,2.14,-0.17,-5.75814516286325,-1.30390759587813,NA,NA,NA,NA,NA,669134,669134,"SD","SD","Non-D1","NYY","NYY","Non-D1",745415,"R",2024,"Fastball","FB","F-Pitch",TRUE,TRUE,FALSE,"Heart",8,NA,NA,NA,"745415_3_2_506433_542932",NA,NA
"767",767,"2024-745415-55",55,"2024-05-24",2,2,"Darvish, Yu",506433,"Right","SD","SD","Berti, Jon",542932,"Right","NYY","NYY",3,"Top",0,0,1,"Slider","SL","BallCalled",NA,NA,NA,NA,0,85.8,2639,135,5.57,2.08,6.7,2.28,-3.6,0.53,-0.35,-8.82562853631818,-2.92041794804759,NA,NA,NA,NA,NA,669134,669134,"SD","SD","Non-D1","NYY","NYY","Non-D1",745415,"R",2024,"Breaking Ball","BRK","Early",FALSE,FALSE,FALSE,"Waste",13,"StrikeCalled","Sinker","Fastball","745415_3_2_506433_542932",NA,NA
"768",768,"2024-745415-56",56,"2024-05-24",2,3,"Darvish, Yu",506433,"Right","SD","SD","Berti, Jon",542932,"Right","NYY","NYY",3,"Top",0,1,1,"Slider","SL","FoulBall",NA,NA,NA,NA,0,85.8,2574,104,5.66,2.02,6.7,1.08,-5.88,2.33,-0.09,-7.13167925029841,-2.77851540470663,75.4,40,72.30934,7.02386,224,669134,669134,"SD","SD","Non-D1","NYY","NYY","Non-D1",745415,"R",2024,"Breaking Ball","BRK","Early",TRUE,TRUE,TRUE,"Heart",5,"BallCalled","Slider","Breaking Ball","745415_3_2_506433_542932",NA,NA
"769",769,"2024-745415-57",57,"2024-05-24",2,4,"Darvish, Yu",506433,"Right","SD","SD","Berti, Jon",542932,"Right","NYY","NYY",3,"Top",0,1,2,"Fastball","FB","BallCalled",NA,NA,NA,NA,0,94.5,2272,209,5.62,1.9,6.6,17.52,5.88,4.43,-0.14,-2.61847584758256,-1.67407206060025,NA,NA,NA,NA,NA,669134,669134,"SD","SD","Non-D1","NYY","NYY","Non-D1",745415,"R",2024,"Fastball","FB","Two Strikes",FALSE,FALSE,FALSE,"Chase",11,"FoulBall","Slider","Breaking Ball","745415_3_2_506433_542932",NA,NA
"770",770,"2024-745415-58",58,"2024-05-24",2,5,"Darvish, Yu",506433,"Right","SD","SD","Berti, Jon",542932,"Right","NYY","NYY",3,"Top",0,2,2,"Sinker","SI","BallCalled",NA,NA,NA,NA,0,92.1,2125,216,5.42,2.18,6.6,8.64,14.64,3.86,0.73,-4.01130079752362,-0.249755188389523,NA,NA,NA,NA,NA,669134,669134,"SD","SD","Non-D1","NYY","NYY","Non-D1",745415,"R",2024,"Fastball","FB","Two Strikes",FALSE,FALSE,FALSE,"Chase",12,"BallCalled","Fastball","Fastball","745415_3_2_506433_542932",NA,NA
"771",771,"2024-745415-59",59,"2024-05-24",2,6,"Darvish, Yu",506433,"Right","SD","SD","Berti, Jon",542932,"Right","NYY","NYY",3,"Top",0,3,2,"Slider","SL","StrikeCalled","Strikeout",NA,NA,NA,0,84.3,2595,53,5.63,1.88,6.6,0.36,-5.88,1.6,0.61,-8.07308062655669,-1.87726624460146,NA,NA,NA,NA,NA,669134,669134,"SD","SD","Non-D1","NYY","NYY","Non-D1",745415,"R",2024,"Breaking Ball","BRK","Two Strikes",TRUE,TRUE,FALSE,"Edge",9,"BallCalled","Sinker","Fastball","745415_3_2_506433_542932","Strikeout",0.0288651689276732
"772",772,"2024-745415-60",60,"2024-05-24",3,1,"Darvish, Yu",506433,"Right","SD","SD","Volpe, Anthony",683011,"Right","NYY","NYY",3,"Top",1,0,0,"Sinker","SI","InPlay",NA,"Bunt","Sacrifice",1,0,94.3,2144,211,5.48,2.15,6.7,6.12,18.24,2.18,0.3,-5.85418101876831,-0.355088766674248,50.1,-48,NA,NA,2,669134,669134,"SD","SD","Non-D1","NYY","NYY","Non-D1",745415,"R",2024,"Fastball","FB","F-Pitch",TRUE,TRUE,TRUE,"Heart",6,NA,NA,NA,"745415_3_3_506433_683011","In Play, Sacrifice",0.102102968384602
"773",773,"2024-745415-61",61,"2024-05-24",4,1,"Darvish, Yu",506433,"Right","SD","SD","Soto, Juan",665742,"Left","NYY","NYY",3,"Top",2,0,0,"Curveball","CB","StrikeCalled",NA,NA,NA,NA,0,79.4,2546,41,5.64,2.08,6.6,-9.12,-11.04,1.88,-0.32,-9.08213888299378,-3.54251470370676,NA,NA,NA,NA,NA,669134,669134,"SD","SD","Non-D1","NYY","NYY","Non-D1",745415,"R",2024,"Breaking Ball","BRK","F-Pitch",TRUE,TRUE,FALSE,"Heart",7,NA,NA,NA,"745415_3_4_506433_665742",NA,NA
"774",774,"2024-745415-62",62,"2024-05-24",4,2,"Darvish, Yu",506433,"Right","SD","SD","Soto, Juan",665742,"Left","NYY","NYY",3,"Top",2,0,1,"Sinker","SI","InPlay",NA,"FlyBall","HomeRun",0,2,95.2,2261,218,5.43,2.25,6.7,10.68,17.04,3.01,0.19,-4.44418663761791,-0.688621952028346,107.9,28,78.97282,7.70542,423,669134,669134,"SD","SD","Non-D1","NYY","NYY","Non-D1",745415,"R",2024,"Fastball","FB","Early",TRUE,TRUE,TRUE,"Heart",2,"StrikeCalled","Curveball","Breaking Ball","745415_3_4_506433_665742","In Play, Home Run",1.69690451577129
"775",775,"2024-745415-63",63,"2024-05-24",5,1,"Darvish, Yu",506433,"Right","SD","SD","Judge, Aaron",592450,"Right","NYY","NYY",3,"Top",2,0,0,"Fastball","FB","BallCalled",NA,NA,NA,NA,0,95.5,2372,215,5.61,1.86,6.8,13.2,9.6,1.28,-1.15,-6.2052073868132,-2.37991480601104,NA,NA,NA,NA,NA,669134,669134,"SD","SD","Non-D1","NYY","NYY","Non-D1",745415,"R",2024,"Fastball","FB","F-Pitch",FALSE,FALSE,FALSE,"Chase",13,NA,NA,NA,"745415_3_5_506433_592450",NA,NA
"776",776,"2024-745415-64",64,"2024-05-24",5,2,"Darvish, Yu",506433,"Right","SD","SD","Judge, Aaron",592450,"Right","NYY","NYY",3,"Top",2,1,0,"Slider","SL","InPlay",NA,"FlyBall","HomeRun",0,1,86,2672,79,5.68,1.98,6.4,-0.72,-5.04,2.26,-0.13,-7.36490965293012,-2.70452454597748,104.9,26,78.20748,8.64269,409,669134,669134,"SD","SD","Non-D1","NYY","NYY","Non-D1",745415,"R",2024,"Breaking Ball","BRK","Early",TRUE,TRUE,TRUE,"Heart",5,"BallCalled","Fastball","Fastball","745415_3_5_506433_592450","In Play, Home Run",1.69690451577129
"777",777,"2024-745415-65",65,"2024-05-24",6,1,"Darvish, Yu",506433,"Right","SD","SD","Verdugo, Alex",657077,"Left","NYY","NYY",3,"Top",2,0,0,"Sinker","SI","FoulBall",NA,NA,NA,NA,0,94.7,2282,220,5.44,2.27,6.7,7.2,18.36,1.68,-0.2,-6.20573313288841,-1.01111888857802,75.9,-44,67.2464,6.31014,2,669134,669134,"SD","SD","Non-D1","NYY","NYY","Non-D1",745415,"R",2024,"Fastball","FB","F-Pitch",TRUE,TRUE,TRUE,"Edge",8,NA,NA,NA,"745415_3_6_506433_657077",NA,NA
"778",778,"2024-745415-66",66,"2024-05-24",6,2,"Darvish, Yu",506433,"Right","SD","SD","Verdugo, Alex",657077,"Left","NYY","NYY",3,"Top",2,0,1,"Splitter","SP","StrikeSwinging",NA,NA,NA,NA,0,87.1,1594,225,5.62,1.98,6.6,9,16.32,1.35,1.63,-7.30475522667058,1.0839868350847,NA,NA,61.3386,7.68249,NA,669134,669134,"SD","SD","Non-D1","NYY","NYY","Non-D1",745415,"R",2024,"Offspeed","OFF","Early",FALSE,TRUE,TRUE,"Chase",14,"FoulBall","Sinker","Fastball","745415_3_6_506433_657077",NA,NA
"779",779,"2024-745415-67",67,"2024-05-24",6,3,"Darvish, Yu",506433,"Right","SD","SD","Verdugo, Alex",657077,"Left","NYY","NYY",3,"Top",2,0,2,"Splitter","SP","BallCalled",NA,NA,NA,NA,0,90.1,1678,219,5.63,1.97,6.6,5.88,16.92,2.14,1.61,-6.47300275665537,1.12732356946767,NA,NA,NA,NA,NA,669134,669134,"SD","SD","Non-D1","NYY","NYY","Non-D1",745415,"R",2024,"Offspeed","OFF","Two Strikes",FALSE,FALSE,FALSE,"Chase",14,"StrikeSwinging","Splitter","Offspeed","745415_3_6_506433_657077",NA,NA
"780",780,"2024-745415-68",68,"2024-05-24",6,4,"Darvish, Yu",506433,"Right","SD","SD","Verdugo, Alex",657077,"Left","NYY","NYY",3,"Top",2,1,2,"Slider","SL","InPlay",NA,"FlyBall","Single",0,0,86.7,2691,112,5.66,2.13,6.5,1.68,-4.68,2.41,1.04,-6.90982168195959,-1.57389122420923,98,25,66.1906,6.47052,354,669134,669134,"SD","SD","Non-D1","NYY","NYY","Non-D1",745415,"R",2024,"Breaking Ball","BRK","Two Strikes",FALSE,TRUE,TRUE,"Chase",14,"BallCalled","Splitter","Offspeed","745415_3_6_506433_657077","In Play, Single",0.856746866331502
"781",781,"2024-745415-69",69,"2024-05-24",7,1,"Darvish, Yu",506433,"Right","SD","SD","Stanton, Giancarlo",519317,"Right","NYY","NYY",3,"Top",2,0,0,"Curveball","CB","InPlay",NA,"FlyBall","HomeRun",0,2,73.5,2538,31,5.58,1.96,6.7,-14.04,-11.4,2.37,-0.11,-9.4923090870011,-3.22094945179645,110.9,26,81.23874,9.11275,417,669134,669134,"SD","SD","Non-D1","NYY","NYY","Non-D1",745415,"R",2024,"Breaking Ball","BRK","F-Pitch",TRUE,TRUE,TRUE,"Heart",5,NA,NA,NA,"745415_3_7_506433_519317","In Play, Home Run",1.69690451577129
"782",782,"2024-745415-70",70,"2024-05-24",8,1,"Darvish, Yu",506433,"Right","SD","SD","Rizzo, Anthony",519203,"Left","NYY","NYY",3,"Top",2,0,0,"Sinker","SI","StrikeCalled",NA,NA,NA,NA,0,94.7,2079,218,5.48,2.13,6.6,7.32,17.4,2.19,0.6,-5.70082909919945,-0.0869437698973702,NA,NA,NA,NA,NA,669134,669134,"SD","SD","Non-D1","NYY","NYY","Non-D1",745415,"R",2024,"Fastball","FB","F-Pitch",TRUE,TRUE,FALSE,"Edge",6,NA,NA,NA,"745415_3_8_506433_519203",NA,NA
"783",783,"2024-745415-71",71,"2024-05-24",8,2,"Darvish, Yu",506433,"Right","SD","SD","Rizzo, Anthony",519203,"Left","NYY","NYY",3,"Top",2,0,1,"Curveball","CB","BallCalled",NA,NA,NA,NA,0,80.1,2624,38,5.59,2,6.6,-13.56,-6.48,0.02,-0.23,-11.3084097327882,-2.96100205537468,NA,NA,NA,NA,NA,669134,669134,"SD","SD","Non-D1","NYY","NYY","Non-D1",745415,"R",2024,"Breaking Ball","BRK","Early",FALSE,FALSE,FALSE,"Waste",13,"StrikeCalled","Sinker","Fastball","745415_3_8_506433_519203",NA,NA
"784",784,"2024-745415-72",72,"2024-05-24",8,3,"Darvish, Yu",506433,"Right","SD","SD","Rizzo, Anthony",519203,"Left","NYY","NYY",3,"Top",2,1,1,"Curveball","CB","BallCalled",NA,NA,NA,NA,0,73.7,2423,37,5.74,1.7,6.5,-14.76,-6.84,2.95,1.38,-9.09477350260956,-0.941349577072588,NA,NA,NA,NA,NA,669134,669134,"SD","SD","Non-D1","NYY","NYY","Non-D1",745415,"R",2024,"Breaking Ball","BRK","Early",FALSE,FALSE,FALSE,"Chase",12,"BallCalled","Curveball","Breaking Ball","745415_3_8_506433_519203",NA,NA
"785",785,"2024-745415-73",73,"2024-05-24",8,4,"Darvish, Yu",506433,"Right","SD","SD","Rizzo, Anthony",519203,"Left","NYY","NYY",3,"Top",2,2,1,"Slider","SL","InPlay",NA,"GroundBall","Out",1,0,83.8,2627,88,5.66,1.94,6.5,-2.64,-3.72,2.52,0.8,-7.4465128426536,-1.54445094174099,96.4,-19,80.17323,6.81548,7,669134,669134,"SD","SD","Non-D1","NYY","NYY","Non-D1",745415,"R",2024,"Breaking Ball","BRK","B-Ahead",FALSE,TRUE,TRUE,"Edge",12,"BallCalled","Curveball","Breaking Ball","745415_3_8_506433_519203","In Play, Out",0.076724249529639
"786",786,"2024-745415-82",82,"2024-05-24",1,1,"Darvish, Yu",506433,"Right","SD","SD","Torres, Gleyber",650402,"Right","NYY","NYY",4,"Top",0,0,0,"Sinker","SI","InPlay",NA,"LineDrive","HomeRun",0,1,92.2,2162,214,5.53,2.21,6.6,9.72,13.32,2.58,0.09,-5.36998759194122,-1.08875227797676,108.7,20,76.8769,7.23354,411,669134,669134,"SD","SD","Non-D1","NYY","NYY","Non-D1",745415,"R",2024,"Fastball","FB","F-Pitch",TRUE,TRUE,TRUE,"Heart",5,NA,NA,NA,"745415_4_1_506433_650402","In Play, Home Run",1.69690451577129
"787",787,"2024-745415-83",83,"2024-05-24",2,1,"Darvish, Yu",506433,"Right","SD","SD","Wells, Austin",669224,"Left","NYY","NYY",4,"Top",0,0,0,"Sinker","SI","InPlay",NA,"FlyBall","Out",1,0,92.9,2222,217,5.53,2.15,6.6,10.92,21.12,2.12,-0.01,-5.68271617012309,-0.431107184556064,94.2,52,74.08748,6.84813,274,669134,669134,"SD","SD","Non-D1","NYY","NYY","Non-D1",745415,"R",2024,"Fastball","FB","F-Pitch",TRUE,TRUE,TRUE,"Heart",8,NA,NA,NA,"745415_4_2_506433_669224","In Play, Out",0.068808819369117
"788",788,"2024-745415-84",84,"2024-05-24",3,1,"Darvish, Yu",506433,"Right","SD","SD","Berti, Jon",542932,"Right","NYY","NYY",4,"Top",1,0,0,"Slider","SL","InPlay",NA,"GroundBall","Single",0,0,84,2694,98,5.69,1.89,6.6,-1.68,-5.52,1.89,-0.67,-8.0380479433693,-3.23245964720462,81.4,9,59.58791,7.08342,126,669134,669134,"SD","SD","Non-D1","NYY","NYY","Non-D1",745415,"R",2024,"Breaking Ball","BRK","F-Pitch",TRUE,TRUE,TRUE,"Edge",7,NA,NA,NA,"745415_4_3_506433_542932","In Play, Single",0.856746866331502
"789",789,"2024-745415-85",85,"2024-05-24",4,1,"Darvish, Yu",506433,"Right","SD","SD","Volpe, Anthony",683011,"Right","NYY","NYY",4,"Top",1,0,0,"Fastball","FB","BallCalled",NA,NA,NA,NA,0,92.5,2285,215,5.63,2.06,6.7,14.52,4.2,1.11,-0.89,-6.5737213076624,-2.80143166825792,NA,NA,NA,NA,NA,669134,669134,"SD","SD","Non-D1","NYY","NYY","Non-D1",745415,"R",2024,"Fastball","FB","F-Pitch",FALSE,FALSE,FALSE,"Chase",13,NA,NA,NA,"745415_4_4_506433_683011",NA,NA
"790",790,"2024-745415-86",86,"2024-05-24",4,2,"Darvish, Yu",506433,"Right","SD","SD","Volpe, Anthony",683011,"Right","NYY","NYY",4,"Top",1,1,0,"Sinker","SI","StrikeCalled",NA,NA,NA,NA,0,92.4,2293,219,5.46,2.14,6.7,11.52,14.16,2.48,-0.61,-5.22504239085958,-1.69113151015718,NA,NA,NA,NA,NA,669134,669134,"SD","SD","Non-D1","NYY","NYY","Non-D1",745415,"R",2024,"Fastball","FB","Early",TRUE,TRUE,FALSE,"Edge",4,"BallCalled","Fastball","Fastball","745415_4_4_506433_683011",NA,NA
"791",791,"2024-745415-87",87,"2024-05-24",4,3,"Darvish, Yu",506433,"Right","SD","SD","Volpe, Anthony",683011,"Right","NYY","NYY",4,"Top",1,1,1,"Slider","SL","InPlay",NA,"FlyBall","Out",1,0,81,2706,40,5.58,2.27,6.3,-1.08,-18.6,2.02,0.09,-8.01689107873686,-3.97147271809264,81.7,46,70.32928,7.84709,245,669134,669134,"SD","SD","Non-D1","NYY","NYY","Non-D1",745415,"R",2024,"Breaking Ball","BRK","Early",TRUE,TRUE,TRUE,"Heart",8,"StrikeCalled","Sinker","Fastball","745415_4_4_506433_683011","In Play, Out",0.068808819369117
"792",792,"2024-745415-88",88,"2024-05-24",5,1,"Darvish, Yu",506433,"Right","SD","SD","Soto, Juan",665742,"Left","NYY","NYY",4,"Top",2,0,0,"Cutter","CT","BallCalled",NA,NA,NA,NA,0,91.3,2625,198,5.59,2.14,6.5,11.16,-1.32,1.72,-1.07,-6.29728575205381,-3.55737556487719,NA,NA,NA,NA,NA,669134,669134,"SD","SD","Non-D1","NYY","NYY","Non-D1",745415,"R",2024,"Breaking Ball","BRK","F-Pitch",FALSE,FALSE,FALSE,"Chase",13,NA,NA,NA,"745415_4_5_506433_665742",NA,NA
"793",793,"2024-745415-89",89,"2024-05-24",5,2,"Darvish, Yu",506433,"Right","SD","SD","Soto, Juan",665742,"Left","NYY","NYY",4,"Top",2,1,0,"Cutter","CT","BallCalled",NA,NA,NA,NA,0,89.8,2579,200,5.49,2.14,6.7,10.68,-0.12,0.65,-1.31,-7.50162766350803,-3.71141228312909,NA,NA,NA,NA,NA,669134,669134,"SD","SD","Non-D1","NYY","NYY","Non-D1",745415,"R",2024,"Breaking Ball","BRK","Early",FALSE,FALSE,FALSE,"Chase",13,"BallCalled","Cutter","Breaking Ball","745415_4_5_506433_665742",NA,NA
"794",794,"2024-745415-90",90,"2024-05-24",5,3,"Darvish, Yu",506433,"Right","SD","SD","Soto, Juan",665742,"Left","NYY","NYY",4,"Top",2,2,0,"Slider","SL","BallCalled",NA,NA,NA,NA,0,85.1,2831,106,5.54,2.14,6.6,-1.56,-6.48,0.78,-0.53,-8.93313141166029,-3.43310827943147,NA,NA,NA,NA,NA,669134,669134,"SD","SD","Non-D1","NYY","NYY","Non-D1",745415,"R",2024,"Breaking Ball","BRK","B-Ahead",FALSE,FALSE,FALSE,"Chase",13,"BallCalled","Cutter","Breaking Ball","745415_4_5_506433_665742",NA,NA
"795",795,"2024-745415-91",91,"2024-05-24",5,4,"Darvish, Yu",506433,"Right","SD","SD","Soto, Juan",665742,"Left","NYY","NYY",4,"Top",2,3,0,"Slider","SL","BallCalled","Walk",NA,NA,NA,0,84.1,2865,91,5.54,2.3,6.5,-3.24,-7.8,1.45,1.13,-8.46985053383582,-1.93141639693223,NA,NA,NA,NA,NA,669134,669134,"SD","SD","Non-D1","NYY","NYY","Non-D1",745415,"R",2024,"Breaking Ball","BRK","B-Ahead",FALSE,FALSE,FALSE,"Chase",14,"BallCalled","Slider","Breaking Ball","745415_4_5_506433_665742","Walk",0.743133820449728
"796",796,"2024-745415-92",92,"2024-05-24",6,1,"Darvish, Yu",506433,"Right","SD","SD","Judge, Aaron",592450,"Right","NYY","NYY",4,"Top",2,0,0,"Sinker","SI","BallCalled",NA,NA,NA,NA,0,93.9,2251,214,5.5,2.26,6.6,11.16,17.52,2.76,1.59,-4.86208674599385,0.847818530735453,NA,NA,NA,NA,NA,669134,669134,"SD","SD","Non-D1","NYY","NYY","Non-D1",745415,"R",2024,"Fastball","FB","F-Pitch",FALSE,FALSE,FALSE,"Chase",12,NA,NA,NA,"745415_4_6_506433_592450",NA,NA
"797",797,"2024-745415-93",93,"2024-05-24",6,2,"Darvish, Yu",506433,"Right","SD","SD","Judge, Aaron",592450,"Right","NYY","NYY",4,"Top",2,1,0,"Fastball","FB","FoulBall",NA,NA,NA,NA,0,93.5,2342,209,5.63,2.04,6.5,17.52,6.96,2.72,0.36,-4.5227734657188,-1.19057833841547,90.6,72,77.45702,8.32455,115,669134,669134,"SD","SD","Non-D1","NYY","NYY","Non-D1",745415,"R",2024,"Fastball","FB","Early",TRUE,TRUE,TRUE,"Heart",6,"BallCalled","Sinker","Fastball","745415_4_6_506433_592450",NA,NA
"798",798,"2024-745415-94",94,"2024-05-24",6,3,"Darvish, Yu",506433,"Right","SD","SD","Judge, Aaron",592450,"Right","NYY","NYY",4,"Top",2,1,1,"Splitter","SP","BallCalled",NA,NA,NA,NA,0,87.7,1556,224,5.49,2.26,6.7,10.68,14.76,3.6,1.59,-4.5967759361156,0.598638101771166,NA,NA,NA,NA,NA,669134,669134,"SD","SD","Non-D1","NYY","NYY","Non-D1",745415,"R",2024,"Offspeed","OFF","Early",FALSE,FALSE,FALSE,"Chase",12,"FoulBall","Fastball","Fastball","745415_4_6_506433_592450",NA,NA
"799",799,"2024-745415-95",95,"2024-05-24",6,4,"Darvish, Yu",506433,"Right","SD","SD","Judge, Aaron",592450,"Right","NYY","NYY",4,"Top",2,2,1,"Curveball","CB","StrikeCalled",NA,NA,NA,NA,0,76.6,2591,44,5.67,1.99,6.5,-14.88,-9,2.17,0.9,-9.57755685607122,-1.95514342432459,NA,NA,NA,NA,NA,669134,669134,"SD","SD","Non-D1","NYY","NYY","Non-D1",745415,"R",2024,"Breaking Ball","BRK","B-Ahead",FALSE,TRUE,FALSE,"Edge",14,"BallCalled","Splitter","Offspeed","745415_4_6_506433_592450",NA,NA
"800",800,"2024-745415-96",96,"2024-05-24",6,5,"Darvish, Yu",506433,"Right","SD","SD","Judge, Aaron",592450,"Right","NYY","NYY",4,"Top",2,2,2,"Fastball","FB","StrikeSwinging","Strikeout",NA,NA,NA,0,93.8,2470,212,5.63,2.17,6.5,18.12,8.04,4.29,0.46,-2.79010353048308,-1.1262543622864,NA,NA,58.5021,6.41688,NA,669134,669134,"SD","SD","Non-D1","NYY","NYY","Non-D1",745415,"R",2024,"Fastball","FB","Two Strikes",FALSE,TRUE,TRUE,"Chase",12,"StrikeCalled","Curveball","Breaking Ball","745415_4_6_506433_592450","Strikeout",0.0288651689276732
"801",801,"2024-745415-124",124,"2024-05-24",1,1,"Darvish, Yu",506433,"Right","SD","SD","Verdugo, Alex",657077,"Left","NYY","NYY",5,"Top",0,0,0,"Slider","SL","InPlay",NA,"FlyBall","Out",1,0,84.3,2626,116,5.71,2.03,6.4,-0.36,-5.76,2.5,0.58,-7.27349159438015,-2.05874785375176,98.8,26,70.41367,6.59556,374,669134,669134,"SD","SD","Non-D1","NYY","NYY","Non-D1",745415,"R",2024,"Breaking Ball","BRK","F-Pitch",TRUE,TRUE,TRUE,"Edge",6,NA,NA,NA,"745415_5_1_506433_657077","In Play, Out",0.068808819369117
"802",802,"2024-745415-125",125,"2024-05-24",2,1,"Darvish, Yu",506433,"Right","SD","SD","Stanton, Giancarlo",519317,"Right","NYY","NYY",5,"Top",1,0,0,"Curveball","CB","BallCalled",NA,NA,NA,NA,0,77.4,2645,37,5.84,1.85,6.5,-15.84,-4.68,2.02,1.59,-9.92277450436433,-0.685407164616371,NA,NA,NA,NA,NA,669134,669134,"SD","SD","Non-D1","NYY","NYY","Non-D1",745415,"R",2024,"Breaking Ball","BRK","F-Pitch",FALSE,FALSE,FALSE,"Chase",14,NA,NA,NA,"745415_5_2_506433_519317",NA,NA
"803",803,"2024-745415-126",126,"2024-05-24",2,2,"Darvish, Yu",506433,"Right","SD","SD","Stanton, Giancarlo",519317,"Right","NYY","NYY",5,"Top",1,1,0,"Sinker","SI","BallCalled",NA,NA,NA,NA,0,91.7,2167,215,5.52,2.09,6.6,9,13.92,3.6,0.71,-4.39662729893711,-0.239084920066381,NA,NA,NA,NA,NA,669134,669134,"SD","SD","Non-D1","NYY","NYY","Non-D1",745415,"R",2024,"Fastball","FB","Early",FALSE,FALSE,FALSE,"Edge",12,"BallCalled","Curveball","Breaking Ball","745415_5_2_506433_519317",NA,NA
"804",804,"2024-745415-127",127,"2024-05-24",2,3,"Darvish, Yu",506433,"Right","SD","SD","Stanton, Giancarlo",519317,"Right","NYY","NYY",5,"Top",1,2,0,"Fastball","FB","StrikeSwinging",NA,NA,NA,NA,0,92.8,2196,218,5.47,2.24,6.7,12.24,9.48,2.48,-0.37,-5.13473521375634,-1.9646950435911,NA,NA,82.87252,8.38512,NA,669134,669134,"SD","SD","Non-D1","NYY","NYY","Non-D1",745415,"R",2024,"Fastball","FB","B-Ahead",TRUE,TRUE,TRUE,"Heart",4,"BallCalled","Sinker","Fastball","745415_5_2_506433_519317",NA,NA
"805",805,"2024-745415-128",128,"2024-05-24",2,4,"Darvish, Yu",506433,"Right","SD","SD","Stanton, Giancarlo",519317,"Right","NYY","NYY",5,"Top",1,2,1,"Fastball","FB","InPlay",NA,"Popup","Out",1,0,93.2,2281,207,5.7,1.84,6.7,18.6,3.84,3.35,-0.22,-3.86767348324558,-1.87674177630635,98.7,64,85.39254,8.63795,141,669134,669134,"SD","SD","Non-D1","NYY","NYY","Non-D1",745415,"R",2024,"Fastball","FB","B-Ahead",TRUE,TRUE,TRUE,"Edge",2,"StrikeSwinging","Fastball","Fastball","745415_5_2_506433_519317","In Play, Out",0.0356371804730345
"806",806,"2024-745415-129",129,"2024-05-24",3,1,"Darvish, Yu",506433,"Right","SD","SD","Rizzo, Anthony",519203,"Left","NYY","NYY",5,"Top",2,0,0,"Fastball","FB","BallCalled",NA,NA,NA,NA,0,93.6,2311,210,5.68,1.99,6.6,17.64,7.56,3.47,1.09,-3.76643910993212,-0.296700138740894,NA,NA,NA,NA,NA,669134,669134,"SD","SD","Non-D1","NYY","NYY","Non-D1",745415,"R",2024,"Fastball","FB","F-Pitch",FALSE,FALSE,FALSE,"Chase",12,NA,NA,NA,"745415_5_3_506433_519203",NA,NA
"807",807,"2024-745415-130",130,"2024-05-24",3,2,"Darvish, Yu",506433,"Right","SD","SD","Rizzo, Anthony",519203,"Left","NYY","NYY",5,"Top",2,1,0,"Sinker","SI","StrikeCalled",NA,NA,NA,NA,0,92.6,2154,216,5.34,2.33,6.6,9.72,15,3.17,0.29,-4.51112327767806,-0.851896793678073,NA,NA,NA,NA,NA,669134,669134,"SD","SD","Non-D1","NYY","NYY","Non-D1",745415,"R",2024,"Fastball","FB","Early",TRUE,TRUE,FALSE,"Heart",3,"BallCalled","Fastball","Fastball","745415_5_3_506433_519203",NA,NA
"808",808,"2024-745415-131",131,"2024-05-24",3,3,"Darvish, Yu",506433,"Right","SD","SD","Rizzo, Anthony",519203,"Left","NYY","NYY",5,"Top",2,1,1,"Fastball","FB","FoulBall",NA,NA,NA,NA,0,93.4,2362,218,5.64,2,6.5,19.44,8.28,2.91,0.54,-4.17494776091528,-0.835104048608189,82.5,53,70.29422,6.17553,227,669134,669134,"SD","SD","Non-D1","NYY","NYY","Non-D1",745415,"R",2024,"Fastball","FB","Early",TRUE,TRUE,TRUE,"Edge",3,"StrikeCalled","Sinker","Fastball","745415_5_3_506433_519203",NA,NA
"809",809,"2024-745415-132",132,"2024-05-24",3,4,"Darvish, Yu",506433,"Right","SD","SD","Rizzo, Anthony",519203,"Left","NYY","NYY",5,"Top",2,1,2,"Splitter","SP","BallCalled",NA,NA,NA,NA,0,88.3,1623,222,5.6,1.99,6.7,12.24,8.88,1.3,0.42,-6.93927508526977,-0.898881360519197,NA,NA,NA,NA,NA,669134,669134,"SD","SD","Non-D1","NYY","NYY","Non-D1",745415,"R",2024,"Offspeed","OFF","Two Strikes",FALSE,FALSE,FALSE,"Edge",14,"FoulBall","Fastball","Fastball","745415_5_3_506433_519203",NA,NA
